"Param","n_reps","Success_Count","Success_rate","CI_Lower","True_param","CI_Upper","alpha","N","Tfull","rho","beta","omega_var"
"rho",500,415,0.83,0.5372202568604,0.8,1.0627797431396,0.05,60,3,0.8,1,1
"beta",500,472,0.947791164658635,0.603080012650261,1,1.39691998734974,0.05,60,3,0.9,1,1
"omega",500,461,0.92570281124498,0.267461003233772,1,1.73253899676623,0.05,60,3,0.9,1,1
"rho",500,405,0.813253012048193,0.791405842910376,0.9,1.00859415708962,0.05,60,3,0.9,1,1
"beta",500,464,0.929859719438878,0.586082507876734,1,1.41391749212327,0.05,70,3,-0.9,1,1
"omega",500,469,0.939879759519038,0.38428394193644,1,1.61571605806356,0.05,70,3,-0.9,1,1
"rho",500,466,0.933867735470942,-0.960571548042218,-0.9,-0.839428451957782,0.05,70,3,-0.9,1,1
"beta",500,465,0.93,0.604825247657973,1,1.39517475234203,0.05,70,3,-0.8,1,1
"omega",500,460,0.92,0.386536285299506,1,1.61346371470049,0.05,70,3,-0.8,1,1
"rho",500,462,0.924,-0.915428699936909,-0.8,-0.684571300063092,0.05,70,3,-0.8,1,1
"beta",500,476,0.952,0.609024529115783,1,1.39097547088422,0.05,70,3,-0.7,1,1
"omega",500,468,0.936,0.407976589501869,1,1.59202341049813,0.05,70,3,-0.7,1,1
"rho",500,454,0.908,-0.857575175544302,-0.7,-0.542424824455698,0.05,70,3,-0.7,1,1
"beta",500,458,0.916,0.629460049989594,1,1.37053995001041,0.05,70,3,-0.6,1,1
"omega",500,458,0.916,0.439317157984026,1,1.56068284201597,0.05,70,3,-0.6,1,1
"rho",500,457,0.914,-0.818384261615036,-0.6,-0.381615738384964,0.05,70,3,-0.6,1,1
"beta",500,466,0.932,0.630521436790024,1,1.36947856320998,0.05,70,3,-0.5,1,1
"omega",500,471,0.942,0.45539232362617,1,1.54460767637383,0.05,70,3,-0.5,1,1
"rho",500,453,0.906,-0.770368405624027,-0.5,-0.229631594375973,0.05,70,3,-0.5,1,1
"beta",500,471,0.943887775551102,0.631068834022198,1,1.3689311659778,0.05,70,3,-0.4,1,1
"omega",500,468,0.937875751503006,0.437539627896064,1,1.56246037210394,0.05,70,3,-0.4,1,1
"rho",500,451,0.903807615230461,-0.712973482847117,-0.4,-0.0870265171528828,0.05,70,3,-0.4,1,1
"beta",500,469,0.938,0.64352290334682,1,1.35647709665318,0.05,70,3,-0.3,1,1
"omega",500,470,0.94,0.444544811315672,1,1.55545518868433,0.05,70,3,-0.3,1,1
"rho",500,457,0.914,-0.655006457405237,-0.3,0.0550064574052374,0.05,70,3,-0.3,1,1
"beta",500,455,0.911823647294589,0.646194909780054,1,1.35380509021995,0.05,70,3,-0.2,1,1
"omega",500,457,0.915831663326653,0.448361562268994,1,1.55163843773101,0.05,70,3,-0.2,1,1
"rho",500,462,0.925851703406814,-0.63725261660311,-0.2,0.23725261660311,0.05,70,3,-0.2,1,1
"beta",500,466,0.932,0.650936682147205,1,1.34906331785279,0.05,70,3,-0.1,1,1
"omega",500,475,0.95,0.448017759413512,1,1.55198224058649,0.05,70,3,-0.1,1,1
"rho",500,472,0.944,-0.586951671069264,-0.1,0.386951671069264,0.05,70,3,-0.1,1,1
"beta",500,469,0.938,0.648963921184786,1,1.35103607881521,0.05,70,3,0,1,1
"omega",500,460,0.92,0.438523285120371,1,1.56147671487963,0.05,70,3,0,1,1
"rho",500,462,0.924,-0.527192519268301,0,0.527192519268301,0.05,70,3,0,1,1
"beta",500,461,0.922,0.65262224794375,1,1.34737775205625,0.05,70,3,0.1,1,1
"omega",500,466,0.932,0.439685452604944,1,1.56031454739506,0.05,70,3,0.1,1,1
"rho",500,479,0.958,-0.475832075969141,0.1,0.675832075969141,0.05,70,3,0.1,1,1
"beta",500,477,0.954,0.6524870519173,1,1.3475129480827,0.05,70,3,0.2,1,1
"omega",500,476,0.952,0.430794414708238,1,1.56920558529176,0.05,70,3,0.2,1,1
"rho",500,493,0.986,-0.428030997574328,0.2,0.828030997574328,0.05,70,3,0.2,1,1
"beta",500,477,0.954,0.652559351350542,1,1.34744064864946,0.05,70,3,0.3,1,1
"omega",500,472,0.944,0.420960781740998,1,1.579039218259,0.05,70,3,0.3,1,1
"rho",500,498,0.996,-0.340506207425213,0.3,0.940506207425213,0.05,70,3,0.3,1,1
"beta",500,467,0.935871743486974,0.667930951114097,1,1.3320690488859,0.05,70,3,0.4,1,1
"omega",500,456,0.913827655310621,0.45816620656349,1,1.54183379343651,0.05,70,3,0.4,1,1
"rho",500,495,0.991983967935872,-0.250953834479864,0.4,1.05095383447986,0.05,70,3,0.4,1,1
"beta",500,463,0.929718875502008,0.66711552431515,1,1.33288447568485,0.05,70,3,0.5,1,1
"omega",500,463,0.929718875502008,0.458582158295578,1,1.54141784170442,0.05,70,3,0.5,1,1
"rho",500,488,0.979919678714859,-0.118989616095751,0.5,1.11898961609575,0.05,70,3,0.5,1,1
"beta",500,472,0.944,0.666807537919882,1,1.33319246208012,0.05,70,3,0.6,1,1
"omega",500,451,0.902,0.468328925184667,1,1.53167107481533,0.05,70,3,0.6,1,1
"rho",500,477,0.954,0.109302782793194,0.6,1.09069721720681,0.05,70,3,0.6,1,1
"beta",500,465,0.93,0.655879602263151,1,1.34412039773685,0.05,70,3,0.7,1,1
"omega",500,454,0.908,0.409398256736291,1,1.59060174326371,0.05,70,3,0.7,1,1
"rho",500,433,0.866,0.338773067930176,0.7,1.06122693206982,0.05,70,3,0.7,1,1
"beta",500,480,0.96,0.651358428116518,1,1.34864157188348,0.05,70,3,0.8,1,1
"omega",500,466,0.932,0.404304367588077,1,1.59569563241192,0.05,70,3,0.8,1,1
"rho",500,421,0.842,0.55671323198829,0.8,1.04328676801171,0.05,70,3,0.8,1,1
"beta",500,472,0.945891783567134,0.632523497710145,1,1.36747650228986,0.05,70,3,0.9,1,1
"omega",500,471,0.943887775551102,0.321800672926606,1,1.67819932707339,0.05,70,3,0.9,1,1
"rho",500,419,0.839679358717435,0.799461346648568,0.9,1.00053865335143,0.05,70,3,0.9,1,1
"beta",500,459,0.919839679358717,0.612815639520509,1,1.38718436047949,0.05,80,3,-0.9,1,1
"omega",500,452,0.905811623246493,0.424050365797787,1,1.57594963420221,0.05,80,3,-0.9,1,1
"rho",500,472,0.945891783567134,-0.956659495040124,-0.9,-0.843340504959876,0.05,80,3,-0.9,1,1
"beta",500,463,0.93158953722334,0.630347867208223,1,1.36965213279178,0.05,80,3,-0.8,1,1
"omega",500,462,0.929577464788732,0.426157240093278,1,1.57384275990672,0.05,80,3,-0.8,1,1
"rho",500,462,0.929577464788732,-0.907973661941162,-0.8,-0.692026338058838,0.05,80,3,-0.8,1,1
"beta",500,467,0.934,0.634275935329662,1,1.36572406467034,0.05,80,3,-0.7,1,1
"omega",500,478,0.956,0.446212808241642,1,1.55378719175836,0.05,80,3,-0.7,1,1
"rho",500,463,0.926,-0.847398079886885,-0.7,-0.552601920113115,0.05,80,3,-0.7,1,1
"beta",500,469,0.938,0.65339161473718,1,1.34660838526282,0.05,80,3,-0.6,1,1
"omega",500,465,0.93,0.475529225633381,1,1.52447077436662,0.05,80,3,-0.6,1,1
"rho",500,463,0.926,-0.804279771406768,-0.6,-0.395720228593232,0.05,80,3,-0.6,1,1
"beta",500,473,0.946,0.654384451177693,1,1.34561554882231,0.05,80,3,-0.5,1,1
"omega",500,464,0.928,0.490566166200517,1,1.50943383379948,0.05,80,3,-0.5,1,1
"rho",500,462,0.924,-0.752906485513358,-0.5,-0.247093514486642,0.05,80,3,-0.5,1,1
"beta",500,469,0.939879759519038,0.654896494402009,1,1.34510350559799,0.05,80,3,-0.4,1,1
"omega",500,472,0.945891783567134,0.473866498487422,1,1.52613350151258,0.05,80,3,-0.4,1,1
"rho",500,462,0.925851703406814,-0.692759885989821,-0.4,-0.107240114010179,0.05,80,3,-0.4,1,1
"beta",500,467,0.935871743486974,0.666546209522975,1,1.33345379047703,0.05,80,3,-0.3,1,1
"omega",500,464,0.929859719438878,0.480419247559343,1,1.51958075244066,0.05,80,3,-0.3,1,1
"rho",500,450,0.901803607214429,-0.632078133425689,-0.3,0.0320781334256888,0.05,80,3,-0.3,1,1
"beta",500,477,0.954,0.669045642675079,1,1.33095435732492,0.05,80,3,-0.2,1,1
"omega",500,465,0.93,0.483989491158836,1,1.51601050884116,0.05,80,3,-0.2,1,1
"rho",500,465,0.93,-0.609012370699815,-0.2,0.209012370699815,0.05,80,3,-0.2,1,1
"beta",500,469,0.939879759519038,0.673481164576068,1,1.32651883542393,0.05,80,3,-0.1,1,1
"omega",500,466,0.933867735470942,0.483667893035384,1,1.51633210696462,0.05,80,3,-0.1,1,1
"rho",500,461,0.923847695390782,-0.555501579264557,-0.1,0.355501579264557,0.05,80,3,-0.1,1,1
"beta",500,472,0.945891783567134,0.671635815669224,1,1.32836418433078,0.05,80,3,0,1,1
"omega",500,471,0.943887775551102,0.474786625567268,1,1.52521337443273,0.05,80,3,0,1,1
"rho",500,457,0.915831663326653,-0.49314344599305,0,0.49314344599305,0.05,80,3,0,1,1
"beta",500,458,0.916,0.675057867004451,1,1.32494213299555,0.05,80,3,0.1,1,1
"omega",500,475,0.95,0.475873733705597,1,1.5241262662944,0.05,80,3,0.1,1,1
"rho",500,480,0.96,-0.438641585147827,0.1,0.638641585147827,0.05,80,3,0.1,1,1
"beta",500,480,0.96,0.674931402701694,1,1.32506859729831,0.05,80,3,0.2,1,1
"omega",500,473,0.946,0.467556929300024,1,1.53244307069998,0.05,80,3,0.2,1,1
"rho",500,490,0.98,-0.387469205299248,0.2,0.787469205299248,0.05,80,3,0.2,1,1
"beta",500,481,0.962,0.674999032628807,1,1.32500096737119,0.05,80,3,0.3,1,1
"omega",500,480,0.96,0.458358407942349,1,1.54164159205765,0.05,80,3,0.3,1,1
"rho",500,498,0.996,-0.299138695571778,0.3,0.899138695571778,0.05,80,3,0.3,1,1
"beta",500,461,0.923847695390782,0.689377847579266,1,1.31062215242073,0.05,80,3,0.4,1,1
"omega",500,458,0.917835671342685,0.493160896096134,1,1.50683910390387,0.05,80,3,0.4,1,1
"rho",500,492,0.985971943887776,-0.208911555807601,0.4,1.0089115558076,0.05,80,3,0.4,1,1
"beta",500,468,0.936,0.688615085652852,1,1.31138491434715,0.05,80,3,0.5,1,1
"omega",500,444,0.888,0.493549983313861,1,1.50645001668614,0.05,80,3,0.5,1,1
"rho",500,482,0.964,-0.0790117673502581,0.5,1.07901176735026,0.05,80,3,0.5,1,1
"beta",500,471,0.942,0.688326990760132,1,1.31167300923987,0.05,80,3,0.6,1,1
"omega",500,451,0.902,0.502667248895792,1,1.49733275110421,0.05,80,3,0.6,1,1
"rho",500,466,0.932,0.140994783142184,0.6,1.05900521685782,0.05,80,3,0.6,1,1
"beta",500,477,0.957831325301205,0.678104842967084,1,1.32189515703292,0.05,80,3,0.7,1,1
"omega",500,462,0.927710843373494,0.447542656168945,1,1.55245734383106,0.05,80,3,0.7,1,1
"rho",500,434,0.8714859437751,0.362103145329814,0.7,1.03789685467019,0.05,80,3,0.7,1,1
"beta",500,472,0.944,0.673875671806423,1,1.32612432819358,0.05,80,3,0.8,1,1
"omega",500,461,0.922,0.442777759179238,1,1.55722224082076,0.05,80,3,0.8,1,1
"rho",500,408,0.816,0.572426066841157,0.8,1.02757393315884,0.05,80,3,0.8,1,1
"beta",500,463,0.935353535353535,0.656257207685328,1,1.34374279231467,0.05,80,3,0.9,1,1
"omega",500,449,0.907070707070707,0.36560261953768,1,1.63439738046232,0.05,80,3,0.9,1,1
"rho",500,428,0.864646464646465,0.805954701257828,0.9,0.994045298742172,0.05,80,3,0.9,1,1
"beta",500,470,0.943775100401606,0.634959084180767,1,1.36504091581923,0.05,90,3,-0.9,1,1
"omega",500,459,0.921686746987952,0.456989477378272,1,1.54301052262173,0.05,90,3,-0.9,1,1
"rho",500,475,0.953815261044177,-0.953419084215303,-0.9,-0.846580915784697,0.05,90,3,-0.9,1,1
"beta",500,457,0.915831663326653,0.651488626963819,1,1.34851137303618,0.05,90,3,-0.8,1,1
"omega",500,471,0.943887775551102,0.458975857513538,1,1.54102414248646,0.05,90,3,-0.8,1,1
"rho",500,465,0.93186372745491,-0.901798544730852,-0.8,-0.698201455269148,0.05,90,3,-0.8,1,1
"beta",500,463,0.929718875502008,0.655192045104662,1,1.34480795489534,0.05,90,3,-0.7,1,1
"omega",500,461,0.92570281124498,0.47788442849788,1,1.52211557150212,0.05,90,3,-0.7,1,1
"rho",500,461,0.92570281124498,-0.83896824242919,-0.7,-0.56103175757081,0.05,90,3,-0.7,1,1
"beta",500,479,0.959919839679359,0.673214480486054,1,1.32678551951395,0.05,90,3,-0.6,1,1
"omega",500,468,0.937875751503006,0.505524211881605,1,1.49447578811839,0.05,90,3,-0.6,1,1
"rho",500,466,0.933867735470942,-0.792596815494618,-0.6,-0.407403184505382,0.05,90,3,-0.6,1,1
"beta",500,481,0.962,0.674150535658982,1,1.32584946434102,0.05,90,3,-0.5,1,1
"omega",500,465,0.93,0.519701175406033,1,1.48029882459397,0.05,90,3,-0.5,1,1
"rho",500,457,0.914,-0.738442521216737,-0.5,-0.261557478783263,0.05,90,3,-0.5,1,1
"beta",500,467,0.934,0.674633294640548,1,1.32536670535945,0.05,90,3,-0.4,1,1
"omega",500,476,0.952,0.503956577694711,1,1.49604342230529,0.05,90,3,-0.4,1,1
"rho",500,461,0.922,-0.676016667523737,-0.4,-0.123983332476263,0.05,90,3,-0.4,1,1
"beta",500,457,0.914,0.68561675138845,1,1.31438324861155,0.05,90,3,-0.3,1,1
"omega",500,471,0.942,0.510134568766937,1,1.48986543123306,0.05,90,3,-0.3,1,1
"rho",500,448,0.896,-0.613086266705434,-0.3,0.0130862667054342,0.05,90,3,-0.3,1,1
"beta",500,471,0.942,0.687973239563084,1,1.31202676043692,0.05,90,3,-0.2,1,1
"omega",500,466,0.932,0.513500626713189,1,1.48649937328681,0.05,90,3,-0.2,1,1
"rho",500,473,0.946,-0.5856205612147,-0.2,0.1856205612147,0.05,90,3,-0.2,1,1
"beta",500,461,0.922,0.692155089715471,1,1.30784491028453,0.05,90,3,-0.1,1,1
"omega",500,463,0.926,0.513197421094643,1,1.48680257890536,0.05,90,3,-0.1,1,1
"rho",500,466,0.932,-0.529451007385533,-0.1,0.329451007385533,0.05,90,3,-0.1,1,1
"beta",500,480,0.96,0.690415278081225,1,1.30958472191877,0.05,90,3,0,1,1
"omega",500,467,0.934,0.504824081824994,1,1.49517591817501,0.05,90,3,0,1,1
"rho",500,469,0.938,-0.464940099679184,0,0.464940099679184,0.05,90,3,0,1,1
"beta",500,467,0.937751004016064,0.693641619020835,1,1.30635838097917,0.05,90,3,0.1,1,1
"omega",500,468,0.939759036144578,0.505849017206989,1,1.49415098279301,0.05,90,3,0.1,1,1
"rho",500,465,0.933734939759036,-0.407836156649466,0.1,0.607836156649466,0.05,90,3,0.1,1,1
"beta",500,470,0.94188376753507,0.693522387332758,1,1.30647761266724,0.05,90,3,0.2,1,1
"omega",500,476,0.953907815631262,0.498007858816345,1,1.50199214118366,0.05,90,3,0.2,1,1
"rho",500,493,0.987975951903808,-0.35387127840716,0.2,0.75387127840716,0.05,90,3,0.2,1,1
"beta",500,478,0.956,0.693586149439522,1,1.30641385056048,0.05,90,3,0.3,1,1
"omega",500,469,0.938,0.489335409711143,1,1.51066459028886,0.05,90,3,0.3,1,1
"rho",500,500,1,-0.264873379346755,0.3,0.864873379346755,0.05,90,3,0.3,1,1
"beta",500,467,0.937751004016064,0.70714262618205,1,1.29285737381795,0.05,90,3,0.4,1,1
"omega",500,467,0.937751004016064,0.522147510212084,1,1.47785248978792,0.05,90,3,0.4,1,1
"rho",500,495,0.993975903614458,-0.174087320339207,0.4,0.974087320339207,0.05,90,3,0.4,1,1
"beta",500,451,0.902,0.706423487341253,1,1.29357651265875,0.05,90,3,0.5,1,1
"omega",500,461,0.922,0.522514345158921,1,1.47748565484108,0.05,90,3,0.5,1,1
"rho",500,489,0.978,-0.0458975294402334,0.5,1.04589752944023,0.05,90,3,0.5,1,1
"beta",500,463,0.929718875502008,0.706151868871563,1,1.29384813112844,0.05,90,3,0.6,1,1
"omega",500,457,0.917670682730924,0.531110185584071,1,1.46888981441593,0.05,90,3,0.6,1,1
"rho",500,459,0.921686746987952,0.167245731413116,0.6,1.03275426858688,0.05,90,3,0.6,1,1
"beta",500,472,0.944,0.696514335507888,1,1.30348566449211,0.05,90,3,0.7,1,1
"omega",500,458,0.916,0.47913822114767,1,1.52086177885233,0.05,90,3,0.7,1,1
"rho",500,434,0.868,0.381427790294808,0.7,1.01857220970519,0.05,90,3,0.7,1,1
"beta",500,477,0.955911823647295,0.69252703469922,1,1.30747296530078,0.05,90,3,0.8,1,1
"omega",500,466,0.933867735470942,0.474645833183568,1,1.52535416681643,0.05,90,3,0.8,1,1
"rho",500,431,0.86372745490982,0.585441238189451,0.8,1.01455876181055,0.05,90,3,0.8,1,1
"beta",500,468,0.937875751503006,0.675916187427062,1,1.32408381257294,0.05,90,3,0.9,1,1
"omega",500,471,0.943887775551102,0.401884413744148,1,1.59811558625585,0.05,90,3,0.9,1,1
"rho",500,423,0.847695390781563,0.811333242027594,0.9,0.988666757972406,0.05,90,3,0.9,1,1
"beta",500,455,0.92479674796748,0.65369178005723,1,1.34630821994277,0.05,100,3,-0.9,1,1
"omega",500,456,0.926829268292683,0.484854986523086,1,1.51514501347691,0.05,100,3,-0.9,1,1
"rho",500,450,0.914634146341463,-0.950677792992212,-0.9,-0.849322207007788,0.05,100,3,-0.9,1,1
"beta",500,461,0.923847695390782,0.669373081219923,1,1.33062691878008,0.05,100,3,-0.8,1,1
"omega",500,480,0.961923847695391,0.486739432180992,1,1.51326056781901,0.05,100,3,-0.8,1,1
"rho",500,470,0.94188376753507,-0.896574579152008,-0.8,-0.703425420847992,0.05,100,3,-0.8,1,1
"beta",500,470,0.94188376753507,0.672886452155838,1,1.32711354784416,0.05,100,3,-0.7,1,1
"omega",500,472,0.945891783567134,0.50467767766384,1,1.49532232233616,0.05,100,3,-0.7,1,1
"rho",500,458,0.917835671342685,-0.831836850552007,-0.7,-0.568163149447993,0.05,100,3,-0.7,1,1
"beta",500,472,0.945891783567134,0.689984035592359,1,1.31001596440764,0.05,100,3,-0.6,1,1
"omega",500,470,0.94188376753507,0.530899078521714,1,1.46910092147829,0.05,100,3,-0.6,1,1
"rho",500,461,0.923847695390782,-0.782713382117461,-0.6,-0.417286617882539,0.05,100,3,-0.6,1,1
"beta",500,466,0.932,0.690872055500969,1,1.30912794449903,0.05,100,3,-0.5,1,1
"omega",500,460,0.92,0.544348527034411,1,1.45565147296559,0.05,100,3,-0.5,1,1
"rho",500,457,0.914,-0.726206437423374,-0.5,-0.273793562576626,0.05,100,3,-0.5,1,1
"beta",500,468,0.937875751503006,0.691330040883765,1,1.30866995911624,0.05,100,3,-0.4,1,1
"omega",500,469,0.939879759519038,0.529411890151155,1,1.47058810984884,0.05,100,3,-0.4,1,1
"rho",500,462,0.925851703406814,-0.661852402463331,-0.4,-0.138147597536669,0.05,100,3,-0.4,1,1
"beta",500,453,0.907815631262525,0.70174986285536,1,1.29825013714464,0.05,100,3,-0.3,1,1
"omega",500,473,0.947895791583166,0.53527284709688,1,1.46472715290312,0.05,100,3,-0.3,1,1
"rho",500,459,0.919839679358717,-0.597019712072434,-0.3,-0.00298028792756588,0.05,100,3,-0.3,1,1
"beta",500,472,0.945891783567134,0.703985423828689,1,1.29601457617131,0.05,100,3,-0.2,1,1
"omega",500,465,0.93186372745491,0.53846617005076,1,1.46153382994924,0.05,100,3,-0.2,1,1
"rho",500,471,0.943887775551102,-0.565831785809252,-0.2,0.165831785809252,0.05,100,3,-0.2,1,1
"beta",500,471,0.942,0.707952675223208,1,1.29204732477679,0.05,100,3,-0.1,1,1
"omega",500,466,0.932,0.538178523944571,1,1.46182147605543,0.05,100,3,-0.1,1,1
"rho",500,459,0.918,-0.507412998037623,-0.1,0.307412998037623,0.05,100,3,-0.1,1,1
"beta",500,476,0.952,0.706302144984045,1,1.29369785501595,0.05,100,3,0,1,1
"omega",500,472,0.944,0.530234876830544,1,1.46976512316946,0.05,100,3,0,1,1
"rho",500,463,0.926,-0.441080907159582,0,0.441080907159582,0.05,100,3,0,1,1
"beta",500,476,0.952,0.70936292074727,1,1.29063707925273,0.05,100,3,0.1,1,1
"omega",500,469,0.938,0.531207215909024,1,1.46879278409098,0.05,100,3,0.1,1,1
"rho",500,464,0.928,-0.381775679959513,0.1,0.581775679959513,0.05,100,3,0.1,1,1
"beta",500,468,0.936,0.709249807636193,1,1.29075019236381,0.05,100,3,0.2,1,1
"omega",500,468,0.936,0.523768439906451,1,1.47623156009355,0.05,100,3,0.2,1,1
"rho",500,482,0.964,-0.325448431094759,0.2,0.725448431094759,0.05,100,3,0.2,1,1
"beta",500,472,0.944,0.709310297681928,1,1.29068970231807,0.05,100,3,0.3,1,1
"omega",500,481,0.962,0.515541032287153,1,1.48445896771285,0.05,100,3,0.3,1,1
"rho",500,494,0.988,-0.235885940499619,0.3,0.835885940499619,0.05,100,3,0.3,1,1
"beta",500,468,0.936,0.722171100747975,1,1.27782889925202,0.05,100,3,0.4,1,1
"omega",500,457,0.914,0.546669324006351,1,1.45333067599365,0.05,100,3,0.4,1,1
"rho",500,493,0.986,-0.144627052428381,0.4,0.944627052428381,0.05,100,3,0.4,1,1
"beta",500,466,0.932,0.721488865740731,1,1.27851113425927,0.05,100,3,0.5,1,1
"omega",500,463,0.926,0.547017334193556,1,1.45298266580644,0.05,100,3,0.5,1,1
"rho",500,490,0.98,-0.0178838686269881,0.5,1.01788386862699,0.05,100,3,0.5,1,1
"beta",500,465,0.93186372745491,0.721231185835094,1,1.27876881416491,0.05,100,3,0.6,1,1
"omega",500,462,0.925851703406814,0.555172064437603,1,1.4448279355624,0.05,100,3,0.6,1,1
"rho",500,466,0.933867735470942,0.189453253231557,0.6,1.01054674676844,0.05,100,3,0.6,1,1
"beta",500,471,0.942,0.712088218898572,1,1.28791178110143,0.05,100,3,0.7,1,1
"omega",500,465,0.93,0.505867129809914,1,1.49413287019009,0.05,100,3,0.7,1,1
"rho",500,443,0.886,0.397775865429638,0.7,1.00222413457036,0.05,100,3,0.7,1,1
"beta",500,472,0.944,0.708305533217084,1,1.29169446678292,0.05,100,3,0.8,1,1
"omega",500,472,0.944,0.501605276380007,1,1.49839472361999,0.05,100,3,0.8,1,1
"rho",500,432,0.864,0.596451686219933,0.8,1.00354831378007,0.05,100,3,0.8,1,1
"beta",500,463,0.929718875502008,0.69254709984352,1,1.30745290015648,0.05,100,3,0.9,1,1
"omega",500,461,0.92570281124498,0.432577733015382,1,1.56742226698462,0.05,100,3,0.9,1,1
"rho",500,431,0.865461847389558,0.815883327619291,0.9,0.984116672380709,0.05,100,3,0.9,1,1
"beta",500,470,0.945674044265594,0.690252511616407,1,1.30974748838359,0.05,125,3,-0.9,1,1
"omega",500,461,0.927565392354125,0.53924029263823,1,1.46075970736177,0.05,125,3,-0.9,1,1
"rho",500,468,0.941649899396378,-0.9453275960321,-0.9,-0.8546724039679,0.05,125,3,-0.9,1,1
"beta",500,462,0.929577464788732,0.704278293766578,1,1.29572170623342,0.05,125,3,-0.8,1,1
"omega",500,477,0.959758551307847,0.540925792074623,1,1.45907420792538,0.05,125,3,-0.8,1,1
"rho",500,466,0.937625754527163,-0.886378929552929,-0.8,-0.713621070447071,0.05,125,3,-0.8,1,1
"beta",500,475,0.95,0.70742074826373,1,1.29257925173627,0.05,125,3,-0.7,1,1
"omega",500,473,0.946,0.556970246593314,1,1.44302975340669,0.05,125,3,-0.7,1,1
"rho",500,466,0.932,-0.817918463909508,-0.7,-0.582081536090492,0.05,125,3,-0.7,1,1
"beta",500,470,0.94,0.722713291789744,1,1.27728670821026,0.05,125,3,-0.6,1,1
"omega",500,476,0.952,0.580423380506705,1,1.4195766194933,0.05,125,3,-0.6,1,1
"rho",500,460,0.92,-0.763423817125414,-0.6,-0.436576182874586,0.05,125,3,-0.6,1,1
"beta",500,472,0.945891783567134,0.723507560942154,1,1.27649243905785,0.05,125,3,-0.5,1,1
"omega",500,454,0.909819639278557,0.592452932960414,1,1.40754706703959,0.05,125,3,-0.5,1,1
"rho",500,462,0.925851703406814,-0.702325188410686,-0.5,-0.297674811589313,0.05,125,3,-0.5,1,1
"beta",500,471,0.942,0.723917195521607,1,1.27608280447839,0.05,125,3,-0.4,1,1
"omega",500,467,0.934,0.579093198789938,1,1.42090680121006,0.05,125,3,-0.4,1,1
"rho",500,459,0.918,-0.634207908791857,-0.4,-0.165792091208143,0.05,125,3,-0.4,1,1
"beta",500,474,0.948,0.73323696761838,1,1.26676303238162,0.05,125,3,-0.3,1,1
"omega",500,471,0.942,0.584335398047474,1,1.41566460195253,0.05,125,3,-0.3,1,1
"rho",500,453,0.906,-0.565662506740551,-0.3,-0.034337493259449,0.05,125,3,-0.3,1,1
"beta",500,473,0.946,0.735236514140064,1,1.26476348585994,0.05,125,3,-0.2,1,1
"omega",500,471,0.942,0.587191592927069,1,1.41280840707293,0.05,125,3,-0.2,1,1
"rho",500,468,0.936,-0.527209896559852,-0.2,0.127209896559852,0.05,125,3,-0.2,1,1
"beta",500,480,0.96,0.738784931660854,1,1.26121506833915,0.05,125,3,-0.1,1,1
"omega",500,466,0.932,0.586934314428307,1,1.41306568557169,0.05,125,3,-0.1,1,1
"rho",500,459,0.918,-0.464401263411646,-0.1,0.264401263411645,0.05,125,3,-0.1,1,1
"beta",500,472,0.945891783567134,0.737308652535379,1,1.26269134746462,0.05,125,3,0,1,1
"omega",500,473,0.947895791583166,0.579829300453814,1,1.42017069954619,0.05,125,3,0,1,1
"rho",500,467,0.935871743486974,-0.39451475679444,0,0.39451475679444,0.05,125,3,0,1,1
"beta",500,477,0.954,0.740046293603561,1,1.25995370639644,0.05,125,3,0.1,1,1
"omega",500,464,0.928,0.580698986964478,1,1.41930101303552,0.05,125,3,0.1,1,1
"rho",500,465,0.93,-0.330913268118262,0.1,0.530913268118262,0.05,125,3,0.1,1,1
"beta",500,467,0.934,0.739945122161355,1,1.26005487783864,0.05,125,3,0.2,1,1
"omega",500,457,0.914,0.574045543440019,1,1.42595445655998,0.05,125,3,0.2,1,1
"rho",500,472,0.944,-0.269975364239398,0.2,0.669975364239398,0.05,125,3,0.2,1,1
